id_transaksi	tanggal_transaksi	id_produk	nama_produk	harga	jumlah	total_harga	id_pelanggan	nama_pelanggan	alamat	no_telepon	tanggal_keuangan	pemasukan	keterangan
3469	2026-05-11	5	Laptop Lenovo	8500000.00	7	59500000.00	1738	drg. Siska Uwais, M.M.	Jalan Tubagus Ismail No. 35\nPadang, JB 17664	+62 (0189) 033-1679	2026-05-11	59500000.00	Store Sale
3471	2026-02-02	5	Laptop Lenovo	8500000.00	2	17000000.00	795	Tgk. Cayadi Manullang	Jalan Yos Sudarso No. 86\nPontianak, Jawa Timur 16465	(0863) 485 6782	2026-02-02	17000000.00	Store Sale
3490	2026-06-05	5	Laptop Lenovo	8500000.00	7	59500000.00	1877	Oliva Nurdiyanti	Jalan Sadang Serang No. 45\nPekanbaru, SR 41761	089 421 0122	2026-06-05	59500000.00	Product Sale
3496	2025-10-03	5	Laptop Lenovo	8500000.00	5	42500000.00	641	T. Heryanto Pranowo, S.Pt	Jalan M.T Haryono No. 6\nPadang Sidempuan, BE 13262	+62-0552-178-8213	2025-10-03	42500000.00	Customer Purchase
3499	2026-03-19	5	Laptop Lenovo	8500000.00	2	17000000.00	1821	Maya Gunawan	Gg. Suryakencana No. 0\nTarakan, JI 04603	+62 (949) 222 7827	2026-03-19	17000000.00	Store Sale
3505	2025-10-22	5	Laptop Lenovo	8500000.00	1	8500000.00	619	Rusman Waluyo	Jl. Pacuan Kuda No. 53\nCimahi, Jawa Timur 89463	+62 (0429) 784-1069	2025-10-22	8500000.00	Online Transaction
3506	2025-11-13	5	Laptop Lenovo	8500000.00	10	85000000.00	1666	Intan Haryanto	Gang Suniaraja No. 6\nSabang, Sulawesi Utara 18455	(086) 449-4204	2025-11-13	85000000.00	Store Sale
3508	2026-05-18	5	Laptop Lenovo	8500000.00	8	68000000.00	1288	Alambana Widiastuti	Gg. Sentot Alibasa No. 28\nBalikpapan, GO 50624	+62 (086) 911 4315	2026-05-18	68000000.00	Product Sale
3510	2025-10-04	5	Laptop Lenovo	8500000.00	9	76500000.00	1939	Jinawi Budiman	Jl. Abdul Muis No. 4\nCimahi, JI 66904	+62-72-446-3878	2025-10-04	76500000.00	Product Sale
3511	2025-08-11	5	Laptop Lenovo	8500000.00	9	76500000.00	330	Tgk. Purwa Widiastuti	Jl. Rajiman No. 443\nCilegon, Jambi 99533	(030) 098-0850	2025-08-11	76500000.00	Online Transaction
3512	2025-07-28	5	Laptop Lenovo	8500000.00	5	42500000.00	1177	Drs. Radika Wijayanti, S.E.I	Gg. Kiaracondong No. 1\nCimahi, Papua Barat 35158	(050) 752 4133	2025-07-28	42500000.00	Store Sale
3515	2025-11-10	5	Laptop Lenovo	8500000.00	7	59500000.00	963	Drs. Ega Jailani	Gang Rumah Sakit No. 21\nSurakarta, Banten 94966	+62 (61) 719 2666	2025-11-10	59500000.00	Store Sale
3531	2026-03-06	5	Laptop Lenovo	8500000.00	8	68000000.00	1587	Lili Mustofa	Jl. Kutai No. 050\nLubuklinggau, Jawa Tengah 95282	+62 (0150) 191-5597	2026-03-06	68000000.00	Customer Purchase
3534	2026-01-23	5	Laptop Lenovo	8500000.00	10	85000000.00	244	Bella Nuraini, M.Farm	Gg. Rajawali Barat No. 6\nBanjarbaru, Kalimantan Selatan 39092	+62 (08) 616-5110	2026-01-23	85000000.00	Online Transaction
3535	2026-04-09	5	Laptop Lenovo	8500000.00	2	17000000.00	358	Kacung Permadi	Gg. Sukajadi No. 803\nBitung, BT 86171	+62-0866-664-1555	2026-04-09	17000000.00	Customer Purchase
3538	2026-01-09	5	Laptop Lenovo	8500000.00	4	34000000.00	111	Chelsea Gunawan, S.IP	Gang Stasiun Wonokromo No. 74\nMataram, Jambi 83360	+62 (0962) 386 4921	2026-01-09	34000000.00	Product Sale
3541	2025-08-10	5	Laptop Lenovo	8500000.00	4	34000000.00	76	Silvia Hutasoit	NULL	+62-058-785-2227	2025-08-10	34000000.00	Customer Purchase
3548	2026-05-17	5	Laptop Lenovo	8500000.00	7	59500000.00	1501	Ir. Dimas Utami, S.Sos	Gg. Gedebage Selatan No. 9\nBau-Bau, KT 49143	(072) 645 6599	2026-05-17	59500000.00	Store Sale
3554	2025-10-01	5	Laptop Lenovo	8500000.00	6	51000000.00	655	Puti Yessi Kusmawati	Gang Cihampelas No. 24\nPagaralam, Riau 94722	+62 (0095) 190-4671	2025-10-01	51000000.00	Online Transaction
3564	2025-08-03	5	Laptop Lenovo	8500000.00	1	8500000.00	251	Bagiya Megantara	Jl. Cihampelas No. 53\nSawahlunto, Kalimantan Selatan 37528	+62 (42) 514 3974	2025-08-03	8500000.00	Customer Purchase
3567	2026-04-08	5	Laptop Lenovo	8500000.00	4	34000000.00	1321	Kamila Maulana	Jalan Wonoayu No. 443\nPematangsiantar, Nusa Tenggara Barat 38062	+62-928-474-9857	2026-04-08	34000000.00	Customer Purchase
3571	2026-06-17	5	Laptop Lenovo	8500000.00	5	42500000.00	314	Kenes Wasita	Gg. Cempaka No. 7\nKota Administrasi Jakarta Selatan, Gorontalo 27012	+62 (065) 195-8953	2026-06-17	42500000.00	Online Transaction
3574	2026-06-07	5	Laptop Lenovo	8500000.00	7	59500000.00	713	R. Xanana Ramadan, S.Psi	Jl. Rajiman No. 7\nPematangsiantar, Bali 29365	+62 (188) 502-4190	2026-06-07	59500000.00	Product Sale
3575	2025-12-14	5	Laptop Lenovo	8500000.00	8	68000000.00	372	Amelia Sirait	Jl. S. Parman No. 78\nLangsa, Aceh 05907	(0302) 342 4183	2025-12-14	68000000.00	Store Sale
3579	2025-11-03	5	Laptop Lenovo	8500000.00	4	34000000.00	1945	Salwa Waskita, M.Ak	Jl. Sadang Serang No. 788\nTanjungbalai, JI 98155	089 973 0056	2025-11-03	34000000.00	Online Transaction
3583	2026-06-08	5	Laptop Lenovo	8500000.00	4	34000000.00	601	Atma Prayoga, S.E.I	Gang Surapati No. 98\nKediri, BB 62329	(0101) 630-1828	2026-06-08	34000000.00	Customer Purchase
3591	2025-11-30	5	Laptop Lenovo	8500000.00	7	59500000.00	1853	Nugraha Anggriawan	Gang Gardujati No. 9\nBitung, Maluku Utara 33476	+62 (385) 216 6931	2025-11-30	59500000.00	Online Transaction
3592	2025-12-09	5	Laptop Lenovo	8500000.00	2	17000000.00	1327	Lanjar Siregar	Jalan Bangka Raya No. 334\nKupang, Aceh 25470	(0459) 439 1874	2025-12-09	17000000.00	Customer Purchase
3601	2025-08-20	5	Laptop Lenovo	8500000.00	8	68000000.00	318	Puput Puspita	Gg. Jend. A. Yani No. 72\nMakassar, Nusa Tenggara Timur 83090	+62 (080) 893-7103	2025-08-20	68000000.00	Online Transaction
3606	2026-03-19	5	Laptop Lenovo	8500000.00	8	68000000.00	1673	Cahyadi Dongoran	Jalan Surapati No. 93\nLubuklinggau, Jawa Timur 96880	+62-0237-235-9801	2026-03-19	68000000.00	Online Transaction
3609	2026-06-30	5	Laptop Lenovo	8500000.00	7	59500000.00	226	Elma Januar	Gg. Rajawali Timur No. 6\nPasuruan, Kepulauan Bangka Belitung 82770	+62 (843) 613 8188	2026-06-30	59500000.00	Online Transaction
3612	2026-06-29	5	Laptop Lenovo	8500000.00	8	68000000.00	375	Restu Haryanto, S.E.	Gang R.E Martadinata No. 32\nCilegon, Sumatera Selatan 18950	+62 (084) 114-5716	2026-06-29	68000000.00	Online Transaction
3616	2026-02-26	5	Laptop Lenovo	8500000.00	1	8500000.00	1768	Purwadi Putra	Jl. Sentot Alibasa No. 46\nMagelang, JB 16921	+62 (098) 200 1229	2026-02-26	8500000.00	Online Transaction
3617	2025-10-12	5	Laptop Lenovo	8500000.00	3	25500000.00	1859	Salsabila Hidayanto	Gg. Waringin No. 57\nMetro, Sulawesi Utara 74468	+62 (0937) 388-7404	2025-10-12	25500000.00	Customer Purchase
3618	2026-05-01	5	Laptop Lenovo	8500000.00	6	51000000.00	1843	Puji Wijayanti	Jl. Dipenogoro No. 5\nMagelang, Jawa Tengah 55251	+62-082-933-8227	2026-05-01	51000000.00	Online Transaction
3619	2025-07-16	5	Laptop Lenovo	8500000.00	5	42500000.00	1473	Cinta Usamah	NULL	+62-047-826-0814	2025-07-16	42500000.00	Store Sale
3621	2025-09-01	5	Laptop Lenovo	8500000.00	3	25500000.00	949	Cengkir Mustofa	Jalan Tebet Barat Dalam No. 8\nSolok, KB 53264	+62 (0564) 668 2691	2025-09-01	25500000.00	Online Transaction
3622	2026-06-04	5	Laptop Lenovo	8500000.00	8	68000000.00	593	Xanana Oktaviani, S.Pt	Gg. Rajiman No. 721\nPalu, Maluku 23365	(0734) 881-6832	2026-06-04	68000000.00	Customer Purchase
3625	2026-01-18	5	Laptop Lenovo	8500000.00	8	68000000.00	1241	Jelita Dongoran	Gang Jayawijaya No. 4\nDumai, PB 21565	+62-808-651-4949	2026-01-18	68000000.00	Store Sale
3637	2025-12-22	5	Laptop Lenovo	8500000.00	1	8500000.00	18	Salsabila Wijaya	Gang M.H Thamrin No. 770\nTomohon, PA 67398	+62 (749) 365 1228	2025-12-22	8500000.00	Store Sale
3638	2026-04-10	5	Laptop Lenovo	8500000.00	4	34000000.00	1902	R. Paulin Susanti	Gang Pasir Koja No. 08\nPekalongan, GO 10726	+62 (704) 917 1255	2026-04-10	34000000.00	Store Sale
3642	2025-09-05	5	Laptop Lenovo	8500000.00	7	59500000.00	59	Tgk. Fathonah Nurdiyanti, S.IP	Gang Dipenogoro No. 71\nBitung, Sulawesi Selatan 07399	+62-715-710-0695	2025-09-05	59500000.00	Store Sale
3643	2026-02-09	5	Laptop Lenovo	8500000.00	3	25500000.00	1248	Atma Zulkarnain	Jl. Cempaka No. 1\nPalembang, BT 53457	+62-78-614-2379	2026-02-09	25500000.00	Customer Purchase
3647	2026-04-26	5	Laptop Lenovo	8500000.00	6	51000000.00	775	Safina Lazuardi	Jl. Cihampelas No. 28\nMetro, GO 69647	(0620) 067-2200	2026-04-26	51000000.00	Store Sale
3649	2025-07-08	5	Laptop Lenovo	8500000.00	6	51000000.00	327	Lanjar Siregar	Jalan Bangka Raya No. 334\nKupang, Aceh 25470	(0459) 439 1874	2025-07-08	51000000.00	Online Transaction
3653	2025-12-25	5	Laptop Lenovo	8500000.00	1	8500000.00	1962	Lala Saptono	Jalan Kutisari Selatan No. 6\nTebingtinggi, NT 73780	+62 (048) 694 6635	2025-12-25	8500000.00	Product Sale
3659	2025-09-20	5	Laptop Lenovo	8500000.00	5	42500000.00	180	Rendy Saptono	Jl. Pasirkoja No. 4\nTernate, Papua Barat 68603	(041) 025-2209	2025-09-20	42500000.00	Product Sale
3676	2026-01-31	5	Laptop Lenovo	8500000.00	6	51000000.00	1850	Novi Samosir, S.E.I	Gang Monginsidi No. 1\nBukittinggi, Sulawesi Selatan 25939	+62-088-430-2551	2026-01-31	51000000.00	Online Transaction
3697	2026-01-08	5	Laptop Lenovo	8500000.00	5	42500000.00	1827	Garan Saragih	Gg. Rajawali Timur No. 8\nKota Administrasi Jakarta Pusat, Nusa Tenggara Barat 01826	+62 (92) 172-3972	2026-01-08	42500000.00	Store Sale
3698	2026-04-06	5	Laptop Lenovo	8500000.00	2	17000000.00	1582	Bakidin Aryani	Jl. M.H Thamrin No. 877\nTanjungpinang, JT 06726	+62 (92) 483 6706	2026-04-06	17000000.00	Product Sale
3705	2026-06-21	5	Laptop Lenovo	8500000.00	10	85000000.00	287	Mulya Lestari	Jalan Pasir Koja No. 355\nPadangpanjang, SR 77285	+62-923-877-8964	2026-06-21	85000000.00	Online Transaction
3710	2026-02-20	5	Laptop Lenovo	8500000.00	1	8500000.00	168	Titi Pertiwi, S.IP	Gg. KH Amin Jasuta No. 160\nBontang, RI 79030	+62-908-442-7145	2026-02-20	8500000.00	Customer Purchase
3712	2026-05-08	5	Laptop Lenovo	8500000.00	2	17000000.00	861	Umay Usada, S.IP	Jalan M.H Thamrin No. 92\nPurwokerto, Kalimantan Timur 84397	+62 (05) 161-7721	2026-05-08	17000000.00	Customer Purchase
3722	2026-01-17	5	Laptop Lenovo	8500000.00	2	17000000.00	932	R.M. Luluh Purwanti, S.E.	Jalan Kebonjati No. 95\nSamarinda, ST 11719	(095) 504 5884	2026-01-17	17000000.00	Product Sale
3724	2026-03-01	5	Laptop Lenovo	8500000.00	7	59500000.00	425	R. Unjani Siregar	Gg. Setiabudhi No. 631\nPurwokerto, Papua Barat 25422	0854449235	2026-03-01	59500000.00	Store Sale
3727	2025-08-08	5	Laptop Lenovo	8500000.00	7	59500000.00	1995	Yunita Nashiruddin	Jl. Gegerkalong Hilir No. 133\nBanjarmasin, Jawa Barat 19986	(092) 928 6539	2025-08-08	59500000.00	Store Sale
3731	2026-03-27	5	Laptop Lenovo	8500000.00	8	68000000.00	614	R.A. Ida Marbun	Jl. M.T Haryono No. 7\nSurakarta, Papua Barat 44787	+62 (091) 833-1955	2026-03-27	68000000.00	Online Transaction
3734	2026-01-29	5	Laptop Lenovo	8500000.00	1	8500000.00	1027	Adinata Nainggolan, M.Farm	Gang Veteran No. 60\nSungai Penuh, GO 70407	0818762012	2026-01-29	8500000.00	Product Sale
3740	2026-01-21	5	Laptop Lenovo	8500000.00	6	51000000.00	389	Ir. Halim Laksmiwati	Gg. Kendalsari No. 48\nKotamobagu, MA 56464	+62-004-675-8017	2026-01-21	51000000.00	Product Sale
3747	2025-10-03	5	Laptop Lenovo	8500000.00	10	85000000.00	548	Tgk. Najam Simbolon	Jalan Sukajadi No. 647\nTarakan, AC 72530	(0555) 963 2042	2025-10-03	85000000.00	Product Sale
3751	2025-10-05	5	Laptop Lenovo	8500000.00	10	85000000.00	138	Kawaca Prasetya	Jl. HOS. Cokroaminoto No. 32\nPurwokerto, Maluku Utara 82249	+62 (0378) 309-4315	2025-10-05	85000000.00	Product Sale
3758	2026-07-01	5	Laptop Lenovo	8500000.00	6	51000000.00	620	Natalia Andriani	Gg. Cikutra Barat No. 868\nSawahlunto, KU 78966	+62-0595-541-8433	2026-07-01	51000000.00	Customer Purchase
3782	2025-09-10	5	Laptop Lenovo	8500000.00	3	25500000.00	346	Kiandra Salahudin	Jalan KH Amin Jasuta No. 1\nTernate, NB 71316	+62-72-060-7251	2025-09-10	25500000.00	Customer Purchase
3783	2026-04-27	5	Laptop Lenovo	8500000.00	6	51000000.00	656	Tgk. Jagapati Pranowo	Gang Rawamangun No. 87\nPalu, GO 03885	+62 (0190) 309-3295	2026-04-27	51000000.00	Product Sale
3796	2026-03-10	5	Laptop Lenovo	8500000.00	9	76500000.00	1685	Drs. Mujur Permadi, M.TI.	Gg. Sadang Serang No. 492\nMadiun, Sulawesi Tengah 98806	(0363) 716 0945	2026-03-10	76500000.00	Online Transaction
3799	2025-07-27	5	Laptop Lenovo	8500000.00	5	42500000.00	749	Drs. Lantar Halim, S.E.	Jalan Rungkut Industri No. 053\nDepok, Kalimantan Timur 29620	085 158 7759	2025-07-27	42500000.00	Store Sale
3806	2025-08-05	5	Laptop Lenovo	8500000.00	3	25500000.00	488	Gilda Hariyah	Jalan KH Amin Jasuta No. 0\nLubuklinggau, SN 59867	+62 (0450) 260 4319	2025-08-05	25500000.00	Store Sale
3808	2025-07-12	5	Laptop Lenovo	8500000.00	5	42500000.00	116	Tira Palastri, S.Sos	Jl. Laswi No. 700\nKota Administrasi Jakarta Utara, LA 68504	(039) 778-6028	2025-07-12	42500000.00	Store Sale
3812	2026-01-03	5	Laptop Lenovo	8500000.00	7	59500000.00	566	Ulya Suwarno	Gang Gegerkalong Hilir No. 093\nPalu, Kepulauan Bangka Belitung 71219	+62 (086) 927-3358	2026-01-03	59500000.00	Online Transaction
3835	2026-05-21	5	Laptop Lenovo	8500000.00	1	8500000.00	1601	Atma Prayoga, S.E.I	Gang Surapati No. 98\nKediri, BB 62329	(0101) 630-1828	2026-05-21	8500000.00	Online Transaction
3836	2026-04-25	5	Laptop Lenovo	8500000.00	7	59500000.00	1441	Puji Prasetyo	Jl. Soekarno Hatta No. 443\nPekanbaru, JB 01756	+62-142-409-6983	2026-04-25	59500000.00	Customer Purchase
3841	2025-10-02	5	Laptop Lenovo	8500000.00	3	25500000.00	474	Bahuwirya Yolanda	Gg. Asia Afrika No. 2\nJayapura, Bali 46698	(017) 602 2790	2025-10-02	25500000.00	Product Sale
3871	2025-08-12	5	Laptop Lenovo	8500000.00	1	8500000.00	1845	Gamanto Mayasari	Gg. Rajawali Timur No. 526\nMedan, MU 65008	(0223) 923-0931	2025-08-12	8500000.00	Customer Purchase
3881	2025-11-29	5	Laptop Lenovo	8500000.00	10	85000000.00	1169	Purwadi Waskita	Jalan Kiaracondong No. 1\nParepare, Riau 24340	(016) 886 1328	2025-11-29	85000000.00	Store Sale
3885	2026-06-16	5	Laptop Lenovo	8500000.00	2	17000000.00	1571	Farah Handayani	Gang Dr. Djunjunan No. 2\nPalopo, JA 38706	+62-12-207-3522	2026-06-16	17000000.00	Product Sale
3890	2026-02-14	5	Laptop Lenovo	8500000.00	1	8500000.00	1634	Mala Dabukke	Jalan Abdul Muis No. 09\nPekalongan, Papua Barat 17089	+62-07-269-6440	2026-02-14	8500000.00	Customer Purchase
3894	2025-09-14	5	Laptop Lenovo	8500000.00	4	34000000.00	468	Dt. Karman Suartini	Jalan Dipenogoro No. 8\nMeulaboh, Maluku Utara 29252	+62-412-341-0886	2025-09-14	34000000.00	Store Sale
3899	2025-12-20	5	Laptop Lenovo	8500000.00	7	59500000.00	740	Tgk. Legawa Damanik, M.Ak	Gang Cihampelas No. 835\nKota Administrasi Jakarta Selatan, Lampung 04267	(0575) 803 5858	2025-12-20	59500000.00	Customer Purchase
3902	2026-03-25	5	Laptop Lenovo	8500000.00	7	59500000.00	225	Wani Januar	Gg. Cikutra Barat No. 4\nDepok, RI 45425	+62-362-951-9667	2026-03-25	59500000.00	Customer Purchase
3907	2026-06-27	5	Laptop Lenovo	8500000.00	5	42500000.00	180	Rendy Saptono	Jl. Pasirkoja No. 4\nTernate, Papua Barat 68603	(041) 025-2209	2026-06-27	42500000.00	Customer Purchase
3909	2026-06-26	5	Laptop Lenovo	8500000.00	6	51000000.00	1817	Drs. Alika Zulaika	Jalan Medokan Ayu No. 4\nBima, Bali 81045	+62 (295) 497-1612	2026-06-26	51000000.00	Product Sale
3915	2026-06-11	5	Laptop Lenovo	8500000.00	4	34000000.00	325	Panji Nasyidah, S.Pd	Gang Waringin No. 673\nSerang, KR 33743	+62 (0146) 751 0226	2026-06-11	34000000.00	Online Transaction
3923	2025-07-24	5	Laptop Lenovo	8500000.00	2	17000000.00	1648	Harimurti Wastuti	Jalan Ronggowarsito No. 602\nLangsa, KI 65130	+62 (0428) 482 8198	2025-07-24	17000000.00	Store Sale
3933	2026-01-15	5	Laptop Lenovo	8500000.00	5	42500000.00	1302	Bagya Tarihoran	Gg. Rungkut Industri No. 09\nBanjar, BE 39599	+62 (0399) 619-2520	2026-01-15	42500000.00	Online Transaction
3935	2025-10-13	5	Laptop Lenovo	8500000.00	4	34000000.00	1653	drg. Iriana Damanik, M.Pd	Gg. Erlangga No. 0\nKota Administrasi Jakarta Selatan, Aceh 17383	+62 (069) 258-1232	2025-10-13	34000000.00	Customer Purchase
3941	2026-07-08	5	Laptop Lenovo	8500000.00	8	68000000.00	930	Salman Thamrin	Jalan Kutai No. 091\nBatam, Aceh 16878	0873741727	2026-07-08	68000000.00	Store Sale
3947	2025-10-13	5	Laptop Lenovo	8500000.00	1	8500000.00	931	Cemplunk Mandasari, S.H.	Gg. Antapani Lama No. 02\nLangsa, NT 32139	+62-0333-421-6537	2025-10-13	8500000.00	Store Sale
3963	2026-05-16	5	Laptop Lenovo	8500000.00	7	59500000.00	369	Okto Saragih	Jalan Sukabumi No. 85\nBinjai, JA 61246	(047) 823 6480	2026-05-16	59500000.00	Online Transaction
3968	2025-12-16	5	Laptop Lenovo	8500000.00	3	25500000.00	1035	Hj. Oliva Anggriawan	NULL	+62 (470) 564 7145	2025-12-16	25500000.00	Product Sale
3975	2025-10-07	5	Laptop Lenovo	8500000.00	5	42500000.00	597	Najwa Saefullah, S.Ked	Jalan Veteran No. 5\nPekanbaru, Papua Barat 35738	+62 (027) 775-8192	2025-10-07	42500000.00	Online Transaction
3977	2026-03-15	5	Laptop Lenovo	8500000.00	7	59500000.00	1151	Dt. Harsanto Kusumo	Gg. KH Amin Jasuta No. 24\nPekalongan, Sulawesi Selatan 58688	+62 (069) 132-3241	2026-03-15	59500000.00	Customer Purchase
3982	2025-10-18	5	Laptop Lenovo	8500000.00	10	85000000.00	1149	Rizki Saefullah	Gg. Stasiun Wonokromo No. 9\nCirebon, MA 05661	+62 (10) 608-2658	2025-10-18	85000000.00	Online Transaction
3988	2025-09-17	5	Laptop Lenovo	8500000.00	3	25500000.00	1442	Cemani Marpaung	Gang Tebet Barat Dalam No. 73\nKotamobagu, Papua Barat 42346	+62 (070) 249 4382	2025-09-17	25500000.00	Product Sale
3990	2025-10-30	5	Laptop Lenovo	8500000.00	10	85000000.00	48	Alika Hutapea	Gg. Gardujati No. 4\nBitung, Maluku Utara 30186	(020) 909-8707	2025-10-30	85000000.00	Customer Purchase
3992	2025-10-31	5	Laptop Lenovo	8500000.00	8	68000000.00	58	Drs. Ika Hidayanto, M.TI.	Gg. W.R. Supratman No. 191\nTernate, SU 14718	(0677) 980-6219	2025-10-31	68000000.00	Online Transaction
3994	2026-05-28	5	Laptop Lenovo	8500000.00	8	68000000.00	1214	Padmi Suwarno	Gg. Medokan Ayu No. 7\nBitung, Jambi 64834	+62 (005) 418 4120	2026-05-28	68000000.00	Online Transaction
3997	2025-07-16	5	Laptop Lenovo	8500000.00	9	76500000.00	1532	Fitria Saptono	Jalan Suniaraja No. 0\nTebingtinggi, Jawa Tengah 61025	086 522 5147	2025-07-16	76500000.00	Product Sale
4002	2025-08-08	5	Laptop Lenovo	8500000.00	3	25500000.00	981	Cut Zahra Sinaga	Gang Waringin No. 27\nProbolinggo, Sulawesi Utara 02426	+62 (614) 519-1537	2025-08-08	25500000.00	Online Transaction
4004	2025-10-28	5	Laptop Lenovo	8500000.00	7	59500000.00	441	Puji Prasetyo	Jl. Soekarno Hatta No. 443\nPekanbaru, JB 01756	+62-142-409-6983	2025-10-28	59500000.00	Product Sale
4005	2026-05-20	5	Laptop Lenovo	8500000.00	10	85000000.00	720	Drs. Kayla Pratama, S.Psi	Gang Tubagus Ismail No. 879\nKendari, Kalimantan Barat 46470	087 528 4828	2026-05-20	85000000.00	Online Transaction
4037	2025-07-23	5	Laptop Lenovo	8500000.00	7	59500000.00	1674	Murti Dongoran	Jl. Jayawijaya No. 9\nSungai Penuh, DKI Jakarta 42365	+62 (583) 793-2038	2025-07-23	59500000.00	Customer Purchase
4040	2025-07-19	5	Laptop Lenovo	8500000.00	9	76500000.00	211	Gabriella Ramadan	Gg. Pasteur No. 12\nTegal, Maluku 15325	+62-782-222-6941	2025-07-19	76500000.00	Store Sale
4044	2026-04-15	5	Laptop Lenovo	8500000.00	6	51000000.00	1941	Unjani Siregar	Jalan Cihampelas No. 5\nPangkalpinang, Banten 85978	+62 (006) 226-2509	2026-04-15	51000000.00	Customer Purchase
4046	2026-04-10	5	Laptop Lenovo	8500000.00	5	42500000.00	1914	Johan Mandala	Gg. Siliwangi No. 95\nTarakan, Kalimantan Selatan 03612	+62 (06) 486 3997	2026-04-10	42500000.00	Product Sale
4051	2026-05-14	5	Laptop Lenovo	8500000.00	3	25500000.00	262	Laila Firgantoro, S.T.	Gang Stasiun Wonokromo No. 0\nKendari, KB 02830	(0969) 056 1266	2026-05-14	25500000.00	Store Sale
4058	2025-08-30	5	Laptop Lenovo	8500000.00	10	85000000.00	942	Dt. Cengkal Napitupulu, S.Pd	Jl. Suryakencana No. 54\nMakassar, KI 56314	(037) 007-8697	2025-08-30	85000000.00	Product Sale
4063	2026-03-17	5	Laptop Lenovo	8500000.00	8	68000000.00	1616	Hj. Rahayu Suartini	Jalan Medokan Ayu No. 7\nJambi, SS 54038	+62 (27) 246-5718	2026-03-17	68000000.00	Store Sale
4064	2026-01-11	5	Laptop Lenovo	8500000.00	9	76500000.00	813	Kartika Sihotang	Jalan Pelajar Pejuang No. 9\nBandar Lampung, Jawa Tengah 83928	+62 (42) 960-3907	2026-01-11	76500000.00	Customer Purchase
4065	2025-07-12	5	Laptop Lenovo	8500000.00	3	25500000.00	569	Tantri Wijaya, M.Pd	Gang Laswi No. 6\nMetro, Kalimantan Utara 74513	+62-0812-459-2842	2025-07-12	25500000.00	Online Transaction
4068	2026-02-14	5	Laptop Lenovo	8500000.00	10	85000000.00	1244	Bella Nuraini, M.Farm	Gg. Rajawali Barat No. 6\nBanjarbaru, Kalimantan Selatan 39092	+62 (08) 616-5110	2026-02-14	85000000.00	Customer Purchase
4071	2026-07-06	5	Laptop Lenovo	8500000.00	5	42500000.00	296	Prayitna Rahayu, S.Sos	Jalan Indragiri No. 26\nTarakan, Jawa Tengah 36129	+62-155-299-8916	2026-07-06	42500000.00	Store Sale
4072	2026-02-27	5	Laptop Lenovo	8500000.00	4	34000000.00	430	Cengkal Farida	Jl. Abdul Muis No. 066\nBukittinggi, PA 51106	+62 (652) 209 4581	2026-02-27	34000000.00	Store Sale
4085	2025-11-29	5	Laptop Lenovo	8500000.00	4	34000000.00	248	Atma Zulkarnain	Jl. Cempaka No. 1\nPalembang, BT 53457	+62-78-614-2379	2025-11-29	34000000.00	Product Sale
4101	2025-08-31	5	Laptop Lenovo	8500000.00	6	51000000.00	387	Hilda Wibowo	Jl. M.H Thamrin No. 30\nBatam, Papua 16285	+62-62-307-3718	2025-08-31	51000000.00	Store Sale
4104	2025-08-04	5	Laptop Lenovo	8500000.00	6	51000000.00	118	Tantri Padmasari	Jl. Kendalsari No. 91\nBima, BB 13183	+62 (045) 713 4904	2025-08-04	51000000.00	Store Sale
4108	2025-07-28	5	Laptop Lenovo	8500000.00	2	17000000.00	60	Puspa Oktaviani	Gg. Rajawali Barat No. 4\nBukittinggi, Banten 67152	+62 (873) 421 9508	2025-07-28	17000000.00	Customer Purchase
4129	2026-04-03	5	Laptop Lenovo	8500000.00	1	8500000.00	942	Dt. Cengkal Napitupulu, S.Pd	Jl. Suryakencana No. 54\nMakassar, KI 56314	(037) 007-8697	2026-04-03	8500000.00	Online Transaction
4142	2025-08-12	5	Laptop Lenovo	8500000.00	9	76500000.00	1463	Hasna Firgantoro	Gang Rajawali Barat No. 258\nPangkalpinang, Jawa Timur 02296	+62 (18) 213-1551	2025-08-12	76500000.00	Store Sale
4147	2025-09-04	5	Laptop Lenovo	8500000.00	10	85000000.00	384	Iriana Nashiruddin	Gang Gedebage Selatan No. 10\nKota Administrasi Jakarta Utara, JK 17426	+62 (0153) 655 0257	2025-09-04	85000000.00	Store Sale
4153	2026-06-28	5	Laptop Lenovo	8500000.00	7	59500000.00	1741	Eva Fujiati	Gang M.T Haryono No. 85\nKota Administrasi Jakarta Barat, MU 14524	+62 (99) 120-7359	2026-06-28	59500000.00	Store Sale
4155	2026-05-09	5	Laptop Lenovo	8500000.00	2	17000000.00	1397	R. Oliva Utama	Gang Gardujati No. 99\nBengkulu, Kalimantan Barat 13837	+62-052-476-4214	2026-05-09	17000000.00	Product Sale
4156	2025-08-17	5	Laptop Lenovo	8500000.00	2	17000000.00	825	Jarwadi Sinaga, S.Pd	Jalan Setiabudhi No. 939\nPayakumbuh, Sulawesi Barat 51466	+62-644-609-6367	2025-08-17	17000000.00	Product Sale
4157	2026-04-06	5	Laptop Lenovo	8500000.00	8	68000000.00	670	Luwes Maryati	Jl. Gardujati No. 365\nManado, BE 31573	(063) 549-3447	2026-04-06	68000000.00	Product Sale
